time,temperature,ch1,ch3,ch5
3.765300000000000182e+03,5.720214843750000000e+01,2.562499999999978684e-02,1.510750000000000171e+01,-7.273437500000046185e-02
3.765400000000000091e+03,5.720214843750000000e+01,6.562499999999982236e-02,1.509499999999999886e+01,-5.140625000000031974e-02
3.765500000000000000e+03,5.707397460937500000e+01,1.312500000000005329e-02,1.526249999999999929e+01,-7.601562500000103029e-02
3.765599999999999909e+03,5.734863281250000000e+01,3.055000000000000160e+00,1.513749999999999929e+01,1.616726562499999886e+01
3.765699999999999818e+03,5.701904296875000000e+01,2.899999999999999911e+00,1.534750000000000014e+01,1.551593750000000149e+01
3.765800000000000182e+03,5.727539062500000000e+01,2.915000000000000036e+00,1.528249999999999886e+01,1.553289062500000028e+01
3.765900000000000091e+03,5.857543945312500000e+01,2.952500000000000124e+00,1.499500000000000099e+01,1.547054687500000014e+01
3.766000000000000000e+03,5.883178710937500000e+01,2.812500000000000000e+00,1.523499999999999943e+01,1.548968750000000050e+01
3.766099999999999909e+03,5.916137695312500000e+01,2.947499999999999787e+00,1.532499999999999929e+01,1.550500000000000078e+01
3.766199999999999818e+03,5.883178710937500000e+01,2.897499999999999964e+00,1.523250000000000171e+01,1.549953125000000043e+01
3.766300000000000182e+03,5.943603515625000000e+01,2.967499999999999805e+00,1.521499999999999986e+01,1.555640625000000021e+01
3.766400000000000091e+03,6.238403320312500000e+01,3.009999999999999787e+00,1.548000000000000043e+01,1.550171875000000021e+01
3.766500000000000000e+03,6.227416992187500000e+01,3.022499999999999964e+00,1.542999999999999972e+01,1.553015625000000099e+01
3.766599999999999909e+03,6.258544921875000000e+01,2.997500000000000053e+00,1.525499999999999901e+01,1.543445312500000099e+01
3.766699999999999818e+03,6.220092773437500000e+01,2.995000000000000107e+00,1.520749999999999957e+01,1.543718750000000028e+01
3.766800000000000182e+03,6.637573242187500000e+01,3.009999999999999787e+00,1.532750000000000057e+01,1.550828125000000135e+01
3.766900000000000091e+03,6.696166992187500000e+01,3.064999999999999947e+00,1.517249999999999943e+01,1.552414062500000114e+01
3.767000000000000000e+03,6.676025390625000000e+01,3.022499999999999964e+00,1.502749999999999986e+01,1.551593750000000149e+01
3.767099999999999909e+03,6.708984375000000000e+01,3.057500000000000107e+00,1.525750000000000028e+01,1.551757812500000000e+01
3.767199999999999818e+03,6.912231445312500000e+01,3.042499999999999982e+00,1.521499999999999986e+01,1.555585937500000071e+01
3.767300000000000182e+03,7.223510742187500000e+01,3.082500000000000018e+00,1.547749999999999915e+01,1.555695312500000149e+01
3.767400000000000091e+03,7.225341796875000000e+01,3.112499999999999822e+00,1.516499999999999915e+01,1.551156250000000014e+01
3.767500000000000000e+03,7.207031250000000000e+01,3.142500000000000071e+00,1.513749999999999929e+01,1.550226562500000149e+01
3.767599999999999909e+03,7.238159179687500000e+01,3.117500000000000160e+00,1.509499999999999886e+01,1.549187500000000028e+01
3.767699999999999818e+03,7.604370117187500000e+01,3.214999999999999858e+00,1.547749999999999915e+01,1.550062500000000121e+01
3.767800000000000182e+03,7.673950195312500000e+01,3.140000000000000124e+00,1.531749999999999901e+01,1.553015625000000099e+01
3.767900000000000091e+03,7.672119140625000000e+01,3.142500000000000071e+00,1.508749999999999858e+01,1.552195312500000135e+01
3.768000000000000000e+03,7.648315429687500000e+01,3.160000000000000142e+00,1.517999999999999972e+01,1.552906250000000021e+01
3.768099999999999909e+03,7.955932617187500000e+01,3.147499999999999964e+00,1.552250000000000085e+01,1.551101562500000064e+01
3.768199999999999818e+03,7.988891601562500000e+01,3.154999999999999805e+00,1.517249999999999943e+01,1.546890625000000163e+01
3.768300000000000182e+03,8.038330078125000000e+01,3.182500000000000107e+00,1.518499999999999872e+01,1.553125000000000000e+01
3.768400000000000091e+03,8.027343750000000000e+01,3.145000000000000018e+00,1.525499999999999901e+01,1.551265625000000092e+01
3.768500000000000000e+03,8.073120117187500000e+01,3.174999999999999822e+00,1.539000000000000057e+01,1.551265625000000092e+01
