time,temperature,ch1,ch3,ch5
1.256500000000000000e+03,5.718383789062500000e+01,6.812499999999976907e-02,1.549249999999999972e+01,3.828124999999182876e-03
1.256599999999999909e+03,5.725708007812500000e+01,3.062500000000012434e-02,1.532250000000000156e+01,-8.367187500000028422e-02
1.256700000000000045e+03,5.694580078125000000e+01,6.812499999999976907e-02,1.546000000000000085e+01,-3.609375000000092371e-02
1.256799999999999955e+03,5.762329101562500000e+01,2.822499999999999787e+00,1.535999999999999943e+01,1.561109375000000021e+01
1.256900000000000091e+03,5.826416015625000000e+01,2.865000000000000213e+00,1.521499999999999986e+01,1.549679687500000114e+01
1.257000000000000000e+03,5.846557617187500000e+01,2.877499999999999947e+00,1.539999999999999858e+01,1.550718750000000057e+01
1.257099999999999909e+03,5.853881835937500000e+01,2.902499999999999858e+00,1.509499999999999886e+01,1.553945312500000142e+01
1.257200000000000045e+03,5.822753906250000000e+01,2.857499999999999929e+00,1.537000000000000099e+01,1.551374999999999993e+01
1.257299999999999955e+03,6.110229492187500000e+01,2.952500000000000124e+00,1.519249999999999901e+01,1.553179687500000128e+01
1.257400000000000091e+03,6.102905273437500000e+01,2.990000000000000213e+00,1.528500000000000014e+01,1.554710937500000156e+01
1.257500000000000000e+03,6.126708984375000000e+01,2.979999999999999982e+00,1.516750000000000043e+01,1.549460937500000135e+01
1.257599999999999909e+03,6.132202148437500000e+01,2.979999999999999982e+00,1.533749999999999858e+01,1.548750000000000071e+01
1.257700000000000045e+03,6.362915039062500000e+01,2.942499999999999893e+00,1.542999999999999972e+01,1.548257812500000163e+01
1.257799999999999955e+03,6.531372070312500000e+01,3.020000000000000018e+00,1.556250000000000000e+01,1.550390625000000000e+01
1.257900000000000091e+03,6.502075195312500000e+01,2.957500000000000018e+00,1.541000000000000014e+01,1.554328125000000149e+01
1.258000000000000000e+03,6.529541015625000000e+01,3.020000000000000018e+00,1.544000000000000128e+01,1.552742187499999993e+01
1.258099999999999909e+03,6.540527343750000000e+01,3.007499999999999840e+00,1.540249999999999986e+01,1.550171875000000021e+01
1.258200000000000045e+03,6.990966796875000000e+01,3.017500000000000071e+00,1.531749999999999901e+01,1.550992187500000163e+01
1.258299999999999955e+03,7.051391601562500000e+01,3.075000000000000178e+00,1.534750000000000014e+01,1.540164062500000064e+01
1.258400000000000091e+03,7.011108398437500000e+01,3.027499999999999858e+00,1.542249999999999943e+01,1.551156250000000014e+01
1.258500000000000000e+03,7.042236328125000000e+01,3.057500000000000107e+00,1.538749999999999929e+01,1.548148437500000085e+01
1.258599999999999909e+03,7.426757812500000000e+01,3.089999999999999858e+00,1.521750000000000114e+01,1.553398437500000107e+01
1.258700000000000045e+03,7.481689453125000000e+01,3.082500000000000018e+00,1.546249999999999858e+01,1.548531250000000092e+01
1.258799999999999955e+03,7.523803710937500000e+01,3.060000000000000053e+00,1.546999999999999886e+01,1.550171875000000021e+01
1.258900000000000091e+03,7.478027343750000000e+01,3.082500000000000018e+00,1.533500000000000085e+01,1.546234375000000050e+01
1.259000000000000000e+03,7.684936523437500000e+01,3.104999999999999982e+00,1.527499999999999858e+01,1.546890625000000163e+01
1.259099999999999909e+03,7.891845703125000000e+01,3.082500000000000018e+00,1.546750000000000114e+01,1.547875000000000156e+01
1.259200000000000045e+03,7.877197265625000000e+01,3.115000000000000213e+00,1.533749999999999858e+01,1.552140625000000007e+01
1.259299999999999955e+03,7.915649414062500000e+01,3.095000000000000195e+00,1.533999999999999986e+01,1.549953125000000043e+01
1.259400000000000091e+03,7.868041992187500000e+01,3.132499999999999840e+00,1.555000000000000071e+01,1.550500000000000078e+01
1.259500000000000000e+03,8.206787109375000000e+01,3.140000000000000124e+00,1.545250000000000057e+01,1.547601562500000050e+01
1.259599999999999909e+03,8.228759765625000000e+01,3.152499999999999858e+00,1.517999999999999972e+01,1.552359375000000163e+01
1.259700000000000045e+03,8.206787109375000000e+01,3.152499999999999858e+00,1.519999999999999929e+01,1.543664062500000078e+01
1.259799999999999955e+03,8.247070312500000000e+01,3.125000000000000000e+00,1.530750000000000099e+01,1.545414062500000085e+01
1.259900000000000091e+03,8.410034179687500000e+01,3.180000000000000160e+00,1.537999999999999901e+01,1.551484375000000071e+01
1.260000000000000000e+03,8.525390625000000000e+01,3.132499999999999840e+00,1.532499999999999929e+01,1.549789062500000014e+01
1.260099999999999909e+03,8.523559570312500000e+01,3.157500000000000195e+00,1.537249999999999872e+01,1.547000000000000064e+01
1.260200000000000045e+03,8.494262695312500000e+01,3.152499999999999858e+00,1.554749999999999943e+01,1.549078125000000128e+01
1.260299999999999955e+03,8.582153320312500000e+01,3.157500000000000195e+00,1.542249999999999943e+01,1.552304687500000036e+01
1.260400000000000091e+03,8.745117187500000000e+01,3.200000000000000178e+00,1.533999999999999986e+01,1.554164062500000121e+01
1.260500000000000000e+03,8.800048828125000000e+01,3.214999999999999858e+00,1.557750000000000057e+01,1.549242187500000156e+01
1.260599999999999909e+03,8.792724609375000000e+01,3.232499999999999929e+00,1.517249999999999943e+01,1.549843750000000142e+01
1.260700000000000045e+03,8.768920898437500000e+01,3.189999999999999947e+00,1.514250000000000185e+01,1.551867187500000078e+01
1.260799999999999955e+03,9.030761718750000000e+01,3.247500000000000053e+00,1.528750000000000142e+01,1.556351562500000085e+01
1.260900000000000091e+03,9.003295898437500000e+01,3.250000000000000000e+00,1.527749999999999986e+01,1.553179687500000128e+01
1.261000000000000000e+03,9.050903320312500000e+01,3.222500000000000142e+00,1.514999999999999858e+01,1.550171875000000021e+01
1.261099999999999909e+03,9.045410156250000000e+01,3.259999999999999787e+00,1.524749999999999872e+01,1.546507812500000156e+01
1.261200000000000045e+03,9.149780273437500000e+01,3.247500000000000053e+00,1.541000000000000014e+01,1.552906250000000021e+01
1.261299999999999955e+03,9.283447265625000000e+01,3.277499999999999858e+00,1.552499999999999858e+01,1.551265625000000092e+01
1.261400000000000091e+03,9.234008789062500000e+01,3.250000000000000000e+00,1.514000000000000057e+01,1.548585937500000043e+01
1.261500000000000000e+03,9.283447265625000000e+01,3.252499999999999947e+00,1.528249999999999886e+01,1.546835937500000036e+01
1.261599999999999909e+03,9.272460937500000000e+01,3.280000000000000249e+00,1.528750000000000142e+01,1.553507812500000007e+01
1.261700000000000045e+03,9.461059570312500000e+01,3.294999999999999929e+00,1.539250000000000185e+01,1.551921875000000028e+01
1.261799999999999955e+03,9.510498046875000000e+01,3.265000000000000124e+00,1.515500000000000114e+01,1.551593750000000149e+01
1.261900000000000091e+03,9.457397460937500000e+01,3.332500000000000018e+00,1.544000000000000128e+01,1.545796875000000092e+01
1.262000000000000000e+03,9.505004882812500000e+01,3.297499999999999876e+00,1.539750000000000085e+01,1.551101562500000064e+01
1.262099999999999909e+03,9.662475585937500000e+01,3.307500000000000107e+00,1.533249999999999957e+01,1.548750000000000071e+01
1.262200000000000045e+03,9.680786132812500000e+01,3.325000000000000178e+00,1.537249999999999872e+01,1.550937500000000036e+01
1.262299999999999955e+03,9.721069335937500000e+01,3.317499999999999893e+00,1.533000000000000185e+01,1.556078125000000156e+01
1.262400000000000091e+03,9.666137695312500000e+01,3.337499999999999911e+00,1.546249999999999858e+01,1.555039062500000036e+01
1.262500000000000000e+03,9.797973632812500000e+01,3.339999999999999858e+00,1.525750000000000028e+01,1.550062500000000121e+01
1.262599999999999909e+03,9.895019531250000000e+01,3.327500000000000124e+00,1.514250000000000185e+01,1.547601562500000050e+01
1.262700000000000045e+03,9.878540039062500000e+01,3.367500000000000160e+00,1.530000000000000071e+01,1.552031250000000107e+01
1.262799999999999955e+03,9.924316406250000000e+01,3.367500000000000160e+00,1.534750000000000014e+01,1.553562500000000135e+01
1.262900000000000091e+03,9.863891601562500000e+01,3.327500000000000124e+00,1.519249999999999901e+01,1.548968750000000050e+01
1.263000000000000000e+03,1.009460449218750000e+02,3.370000000000000107e+00,1.525499999999999901e+01,1.545250000000000057e+01
1.263099999999999909e+03,1.010009765625000000e+02,3.367500000000000160e+00,1.540749999999999886e+01,1.553835937500000064e+01
1.263200000000000045e+03,1.008178710937500000e+02,3.350000000000000089e+00,1.542999999999999972e+01,1.552578125000000142e+01
1.263299999999999955e+03,1.012207031250000000e+02,3.352500000000000036e+00,1.526750000000000185e+01,1.552578125000000142e+01
1.263400000000000091e+03,1.019714355468750000e+02,3.384999999999999787e+00,1.535000000000000142e+01,1.543773437500000156e+01
1.263500000000000000e+03,1.029418945312500000e+02,3.357499999999999929e+00,1.531749999999999901e+01,1.548968750000000050e+01
1.263599999999999909e+03,1.028137207031250000e+02,3.372500000000000053e+00,1.533999999999999986e+01,1.551265625000000092e+01
1.263700000000000045e+03,1.026489257812500000e+02,3.402499999999999858e+00,1.541750000000000043e+01,1.553781250000000114e+01
1.263799999999999955e+03,1.033447265625000000e+02,3.402499999999999858e+00,1.514250000000000185e+01,1.548804687500000021e+01
1.263900000000000091e+03,1.042419433593750000e+02,3.405000000000000249e+00,1.541250000000000142e+01,1.549242187500000156e+01
1.264000000000000000e+03,1.048461914062500000e+02,3.365000000000000213e+00,1.543250000000000099e+01,1.548039062500000007e+01
1.264099999999999909e+03,1.047180175781250000e+02,3.427500000000000213e+00,1.526000000000000156e+01,1.547656250000000000e+01
1.264200000000000045e+03,1.045532226562500000e+02,3.457500000000000018e+00,1.524749999999999872e+01,1.552851562500000071e+01
1.264299999999999955e+03,1.065307617187500000e+02,3.442499999999999893e+00,1.516250000000000142e+01,1.550773437500000007e+01
1.264400000000000091e+03,1.061279296875000000e+02,3.444999999999999840e+00,1.538250000000000028e+01,1.550226562500000149e+01
1.264500000000000000e+03,1.066955566406250000e+02,3.479999999999999982e+00,1.533749999999999858e+01,1.545960937500000121e+01
1.264599999999999909e+03,1.065307617187500000e+02,3.430000000000000160e+00,1.560249999999999915e+01,1.551156250000000014e+01
1.264700000000000045e+03,1.072998046875000000e+02,3.439999999999999947e+00,1.529250000000000043e+01,1.552742187499999993e+01
1.264799999999999955e+03,1.084350585937500000e+02,3.444999999999999840e+00,1.550750000000000028e+01,1.547601562500000050e+01
